AKTV,#genre#
致命切割(泰国恐怖片),https://vip1.lz-cdn8.com/20220921/27278_70e18a58/index.m3u8
厉鬼将映(泰国恐怖片),https://vip1.lz-cdn8.com/20220921/27276_5842512b/index.m3u8
活死人归来5(美国恐怖片),https://vip1.lz-cdn8.com/20220921/27274_54ba2c67/index.m3u8
活死人归来4(美国恐怖片),https://vip1.lz-cdn8.com/20220921/27273_c1a54db4/index.m3u8
活死人归来3(美国恐怖片),https://vip1.lz-cdn8.com/20220921/27272_a5f91eca/index.m3u8
活死人归来2(美国恐怖片),https://vip1.lz-cdn8.com/20220921/27271_50f17a0f/index.m3u8
活死人归来(美国恐怖片),https://vip1.lz-cdn8.com/20220921/27270_e8f12478/index.m3u8
反馈2019(西班牙恐怖片),https://vip.lz-cdn3.com/20220923/14016_3b0c5d10/index.m3u8
狂热2019(美国恐怖片),https://vip.lz-cdn3.com/20220923/14012_0602b93d/index.m3u8
邀请函2022(美国恐怖片),https://vip1.lz-cdn10.com/20220922/2543_42fd0149/index.m3u8
莫丽·哈特莉的驱魔(美国恐怖片),https://vip.lz-cdn3.com/20220922/13976_a57123c2/index.m3u8
绿色地狱(美国恐怖片),https://vip.lz-cdn3.com/20220922/13973_1bd8c8c7/index.m3u8
克莉丝汀魅力(美国恐怖片),https://vip.lz-cdn3.com/20220922/13972_f6110206/index.m3u8
欢迎回家2018(美国恐怖片),https://vip.lz-cdn3.com/20220922/13971_bd24ae36/index.m3u8
寂静岭【粤语】(加拿大恐怖片),https://vip1.lz-cdn6.com/20220920/28081_b2c7da91/index.m3u8
地狱2019(美国恐怖片),https://vip.lz-cdn3.com/20220921/13955_892f3df0/index.m3u8
危险工作(美国恐怖片),https://vip.lz-cdn3.com/20220921/13933_788f0980/index.m3u8
故事时间到(印度恐怖片),https://vip1.lz-cdn10.com/20220920/2534_2ba176ee/index.m3u8
限制2022(韩国恐怖片),https://vip1.lz-cdn10.com/20220920/2533_4a8dd1c1/index.m3u8
抽象画中的越南少女(韩国恐怖片),https://vip.lz-cdn3.com/20220920/13901_0f8efdb8/index.m3u8
孤堡惊情(西班牙恐怖片),https://vip.lz-cdn3.com/20220920/13891_87fab025/index.m3u8
行监坐守(美国恐怖片),https://vip.lz-cdn3.com/20220920/13865_de02ed90/index.m3u8
停尸房收藏(美国恐怖片),https://vip.lz-cdn3.com/20220920/13854_fb7be50e/index.m3u8
人皮脸(美国恐怖片),https://vip.lz-cdn3.com/20220920/13852_1a1008f0/index.m3u8
生死林地(加拿大恐怖片),https://vip1.lz-cdn10.com/20220918/2528_c5fa6d0c/index.m3u8
食人鱼3D【英语】(美国恐怖片),https://vip.lz-cdn3.com/20220919/13848_fa0a86ca/index.m3u8
食人鱼3D【国语】(美国恐怖片),https://vip.lz-cdn3.com/20220919/13847_cfc9f9a6/index.m3u8
嗜育者(丹麦恐怖片),https://vip.lz-cdn3.com/20220919/13828_b815a06b/index.m3u8
407航班【粤语】(泰国恐怖片),https://vip.lz-cdn3.com/20220919/13793_b27b49d0/index.m3u8
407航班【泰语】(泰国恐怖片),https://vip.lz-cdn3.com/20220919/13792_9dc24ffe/index.m3u8
小丑回魂1990(美国恐怖片),https://vip1.lz-cdn.com/20220917/33106_9ea7e03f/index.m3u8
双宝斗恶魔(加拿大恐怖片),https://vip1.lz-cdn.com/20220917/33103_1fae44fa/index.m3u8
绝命休息站2(美国恐怖片),https://vip1.lz-cdn.com/20220917/33101_37aa6fdc/index.m3u8
捕梦魔(美国恐怖片),https://vip.lz-cdn3.com/20220918/13752_8b79995b/index.m3u8
蚂蚁农场(美国恐怖片),https://vip1.lz-cdn10.com/20220916/2518_63cf8ce3/index.m3u8
扭曲的家(韩国恐怖片),https://vip1.lz-cdn10.com/20220916/2517_e8d0d6c1/index.m3u8
堡内怪胎(美国恐怖片),https://vip.lz-cdn3.com/20220918/13748_14d30cf6/index.m3u8
全面中邪(韩国恐怖片),https://vip1.lz-cdn10.com/20220916/2515_1dfe4383/index.m3u8
亡界之门(印度恐怖片),https://vip.lz-cdn3.com/20220917/13724_fd262d80/index.m3u8
无声夜(美国恐怖片),https://vip.lz-cdn3.com/20220917/13723_c6e2c0ee/index.m3u8
安娜华特的离奇命运(美国恐怖片),https://vip.lz-cdn3.com/20220917/13711_7404e92e/index.m3u8
巴斯金(土耳其/美国恐怖片),https://vip.lz-cdn3.com/20220917/13710_382af123/index.m3u8
公路游戏(英国恐怖片),https://vip.lz-cdn3.com/20220917/13703_80bb936b/index.m3u8
致命邻居(美国恐怖片),https://vip.lz-cdn3.com/20220916/13617_42d265f5/index.m3u8
堕落2019(美国恐怖片),https://vip.lz-cdn3.com/20220916/13586_77f40d4e/index.m3u8
利用我(美国恐怖片),https://vip.lz-cdn3.com/20220916/13581_e4427f93/index.m3u8
曼森家庭大屠杀(美国恐怖片),https://vip1.lz-cdn6.com/20220914/27791_72b48110/index.m3u8
危险乘客(西班牙恐怖片),https://vip1.lz-cdn10.com/20220915/2497_02f4e23a/index.m3u8
死寂逃亡(德国/美国恐怖片),https://vip.lz-cdn3.com/20220915/13575_1984292f/index.m3u8
我的守护天使(美国恐怖片),https://vip.lz-cdn3.com/20220915/13557_d123bef3/index.m3u8
母亲的双眼(美国恐怖片),https://vip.lz-cdn3.com/20220915/13525_2c0b9f54/index.m3u8
杀戮旅店(意大利恐怖片),https://vip.lz15uu.com/20220914/100_2bdce4c7/index.m3u8
屋中美人(美国恐怖片),https://vip.lz-cdn3.com/20220915/13517_ba9925bc/index.m3u8
尖叫天空(马来西亚恐怖片),https://vip1.lz-cdn10.com/20220914/2488_a962802a/index.m3u8
如月车站(日本恐怖片),https://vip1.lz-cdn10.com/20220914/2483_1c82005d/index.m3u8
宿敌2013(加拿大恐怖片),https://vip.lz15uu.com/20220914/73_70627dd6/index.m3u8
孕中惊魂(西班牙恐怖片),https://vip.lz-cdn3.com/20220914/13373_33da7952/index.m3u8
阴影之下(英国恐怖片),https://vip.lz-cdn3.com/20220914/13370_843b063f/index.m3u8
水上乐园杀戮(加拿大恐怖片),https://vip1.lz-cdn10.com/20220912/2464_e5790791/index.m3u8
舞者村的社区服务计划(印度尼西亚恐怖片),https://vip1.lz-cdn10.com/20220912/2469_509194c0/index.m3u8
荒漠杀机(美国恐怖片),https://vip.lz-cdn3.com/20220914/13358_bd429eef/index.m3u8
地狱：亡灵栖所(美国恐怖片),https://vip.lz-cdn3.com/20220913/13327_2593a0eb/index.m3u8
面对邪恶(美国恐怖片),https://vip.lz-cdn3.com/20220913/13313_f8ad6b8d/index.m3u8
尸奶俱乐部(美国恐怖片),https://vip.lz-cdn3.com/20220913/13307_605694b7/index.m3u8
谢丽2016(丹麦/瑞典恐怖片),https://vip.lz-cdn3.com/20220913/13285_50f50660/index.m3u8
马德琳·柯林斯(法国恐怖片),https://vip1.lz-cdn10.com/20220912/2471_e12b6fb9/index.m3u8
野兽2022(美国恐怖片),https://vip.lz-cdn3.com/20220912/13263_1add3146/index.m3u8
失恋杀人(日本恐怖片),https://vip.lz15uu.com/20220910/22_b8565e1c/index.m3u8
瑜伽学院(韩国恐怖片),https://vip1.lz-cdn6.com/20220910/27784_f9f1bd48/index.m3u8
掉头即死(印度恐怖片),https://vip.lz-cdn3.com/20220911/13184_9fa78707/index.m3u8
关灯后(美国恐怖片),https://vip.lz-cdn3.com/20220911/13164_9acf454a/index.m3u8
恐吓运动2016(澳大利亚恐怖片),https://vip.lz-cdn3.com/20220910/13149_b905d04e/index.m3u8
我不是连环杀手2016(爱尔兰/英国恐怖片),https://vip.lz-cdn3.com/20220910/13103_c76ce95a/index.m3u8
幽暗哈瓦那(美国恐怖片),https://vip.lz-cdn3.com/20220910/13094_8b25187f/index.m3u8
自杀森林(美国恐怖片),https://vip.lz-cdn3.com/20220910/13088_567b58ed/index.m3u8
黄龙之村(日本恐怖片),https://vip1.lz-cdn10.com/20220909/2449_eba75a8d/index.m3u8
唯一生路2021(塞尔维亚恐怖片),https://vip1.lz-cdn10.com/20220909/2442_4545d184/index.m3u8
地狱之门：耶路撒冷(以色列恐怖片),https://vip.lz-cdn3.com/20220909/13033_c10f6d29/index.m3u8
险恶2(美国恐怖片),https://vip1.lz-cdn.com/20220908/32107_39df4645/index.m3u8
险恶(美国恐怖片),https://vip1.lz-cdn.com/20220908/32106_dfacf1f6/index.m3u8
下水道的美人鱼(日本恐怖片),https://vip1.lz-cdn.com/20220908/32105_62d3c74b/index.m3u8
午夜食人列车(美国恐怖片),https://vip1.lz-cdn.com/20220907/32077_a49a66a0/index.m3u8
人骨麻将粤语(香港恐怖片),https://vip1.lz-cdn.com/20220907/32066_33450cf4/index.m3u8
人骨麻将国语(香港恐怖片),https://vip1.lz-cdn.com/20220907/32065_12680943/index.m3u8
女巫2016(美国恐怖片),https://vip1.lz-cdn.com/20220907/32061_2133c3e1/index.m3u8
惊声尖笑5(美国恐怖片),https://vip1.lz-cdn.com/20220907/32054_6f65ebc7/index.m3u8
惊声尖笑4(美国恐怖片),https://vip1.lz-cdn.com/20220907/32053_1c5fb293/index.m3u8
惊声尖笑3(美国恐怖片),https://vip1.lz-cdn.com/20220907/32052_71912a91/index.m3u8
惊声尖笑2(美国恐怖片),https://vip1.lz-cdn.com/20220907/32051_dcb83e7e/index.m3u8
惊声尖笑(美国恐怖片),https://vip1.lz-cdn.com/20220907/32050_fbd1d9c0/index.m3u8
惊声尖叫4(美国恐怖片),https://vip1.lz-cdn.com/20220907/32049_81575ec3/index.m3u8
惊声尖叫3(美国恐怖片),https://vip1.lz-cdn.com/20220907/32048_63a10e34/index.m3u8
惊声尖叫2(美国恐怖片),https://vip1.lz-cdn.com/20220907/32047_676a1f79/index.m3u8
惊声尖叫(美国恐怖片),https://vip1.lz-cdn.com/20220907/32046_c0e330d6/index.m3u8
地狱旅馆(美国恐怖片),https://vip1.lz-cdn.com/20220907/32036_36b434bd/index.m3u8
一部塞尔维亚电影(塞尔维亚恐怖片),https://vip1.lz-cdn8.com/20220906/26075_bb6e4fd8/index.m3u8
婴灵复活(阿根廷恐怖片),https://vip1.lz-cdn10.com/20220907/2428_b69c3045/index.m3u8
狼在门外2016(美国恐怖片),https://vip.lz-cdn3.com/20220907/12869_60fd30fe/index.m3u8
猛鬼宝藏(印度恐怖片),https://vip1.lz-cdn10.com/20220906/2419_3a8d4103/index.m3u8
匍匐求生(美国恐怖片),https://vip1.lz-cdn10.com/20220906/2415_6b5eaa53/index.m3u8
活尸大军(美国恐怖片),https://vip1.lz-cdn10.com/20220905/2411_38ef25a1/index.m3u8
邪神女巫会(美国恐怖片),https://vip1.lz-cdn10.com/20220905/2410_01e97c80/index.m3u8
曲面(澳大利亚恐怖片),https://vip.lz-cdn3.com/20220906/12821_7429b04b/index.m3u8
最完美的女孩(台湾恐怖片),https://vip.lz-cdn3.com/20220906/12782_b1a7ff79/index.m3u8
维多利亚一号【国语】(香港恐怖片),https://vip1.lz-cdn6.com/20220904/26238_975c0203/index.m3u8
妖怪比留子(日本恐怖片),https://vip1.lz-cdn6.com/20220904/26240_7a2edaac/index.m3u8
危险警告(英国恐怖片),https://vip1.lz-cdn6.com/20220904/26237_dff4fd8c/index.m3u8
食人狂魔(泰国恐怖片),https://vip1.lz-cdn6.com/20220904/26235_f9772212/index.m3u8
鬼影敲门(韩国恐怖片),https://vip1.lz-cdn6.com/20220904/26227_9317746c/index.m3u8
打车惊魂(美国恐怖片),https://vip.lz-cdn3.com/20220905/12705_9382dd22/index.m3u8
赤月湖吸血鬼(美国恐怖片),https://vip1.lz-cdn10.com/20220904/2404_72eb43f4/index.m3u8
狂怒之年(西班牙恐怖片),https://vip1.lz-cdn10.com/20220904/2399_80f2a0a9/index.m3u8
恶床(加拿大恐怖片),https://vip.lz-cdn3.com/20220904/12685_0f713476/index.m3u8
恐怖面纱(美国恐怖片),https://vip.lz-cdn3.com/20220904/12667_8cb26b15/index.m3u8
屏住呼吸2016(美国恐怖片),https://vip.lz-cdn3.com/20220904/12644_d85a839f/index.m3u8
研究院(美国恐怖片),https://vip.lz-cdn3.com/20220903/12606_0b7e4961/index.m3u8
不是每件事都很有趣(阿根廷/西班牙恐怖片),https://vip.lz-cdn3.com/20220903/12599_0a11c0da/index.m3u8
鬼庙(美国恐怖片),https://vip.lz-cdn3.com/20220903/12572_5dee1b2b/index.m3u8
湖深之处(香港恐怖片),https://vip1.lz-cdn10.com/20220902/2372_be8ac095/index.m3u8
蜗牛之家(西班牙恐怖片),https://vip.lz-cdn3.com/20220902/12555_e2e10707/index.m3u8
奉天白事铺(大陆恐怖片),https://vip1.lz-cdn7.com/20220902/10585_3c3ed22f/index.m3u8
人体蜈蚣3(美国恐怖片),https://vip1.lz-cdn.com/20220831/30777_ea5821af/index.m3u8
人体蜈蚣(美国恐怖片),https://vip1.lz-cdn.com/20220831/30775_59881a65/index.m3u8
人体蜈蚣2(美国恐怖片),https://vip1.lz-cdn.com/20220831/30776_9440cd4a/index.m3u8
林中小屋2012(美国恐怖片),https://vip1.lz-cdn.com/20220831/30773_5c89ecc4/index.m3u8
稻草之盾(日本恐怖片),https://vip1.lz-cdn.com/20220901/31053_ed1c0a2d/index.m3u8
小丑回魂(美国恐怖片),https://vip.lz-cdn3.com/20220902/12508_424c9779/index.m3u8
布米卡(印度恐怖片),https://vip1.lz-cdn10.com/20220901/2362_03b37b1a/index.m3u8
恶种2018(美国恐怖片),https://vip1.lz-cdn10.com/20220831/2356_ad18dc89/index.m3u8
血染黄沙(美国恐怖片),https://vip.lz-cdn3.com/20220901/12501_249eb3e4/index.m3u8
哗鬼学院(美国恐怖片),https://vip.lz-cdn3.com/20220901/12486_404d3740/index.m3u8
绑灵(香港恐怖片),https://vip.lz-cdn3.com/20220901/12477_8f82223a/index.m3u8
致命之旅(韩国恐怖片),https://vip.lz-cdn3.com/20220901/12446_1f30108c/index.m3u8
变身2019(韩国恐怖片),https://vip.lz-cdn3.com/20220831/12419_f265d57d/index.m3u8
吻吻(美国恐怖片),https://vip.lz-cdn3.com/20220831/12410_bf49c68b/index.m3u8
我曾来过(英国恐怖片),https://vip1.lz-cdn1.com/20220831/15559_fd4dc736/index.m3u8
哭声(韩国恐怖片),https://vip1.lz-cdn.com/20220828/30512_aa7cb236/index.m3u8
废弃采石场(乌拉圭恐怖片),https://vip1.lz-cdn10.com/20220830/2351_710f2854/index.m3u8
棺材2(美国恐怖片),https://vip1.lz-cdn10.com/20220830/2344_93733605/index.m3u8
赶尸人(大陆恐怖片),https://vip1.lz-cdn10.com/20220829/2339_cd90eadb/index.m3u8
美国大屠杀(美国恐怖片),https://vip1.lz-cdn10.com/20220829/2338_844238f5/index.m3u8
8：一个南非恐怖故事(南非恐怖片),https://vip.lz-cdn3.com/20220830/12326_600b9375/index.m3u8
别放手(美国恐怖片),https://vip.lz-cdn3.com/20220830/12323_5ace4041/index.m3u8
丹尼尔不是真的(美国恐怖片),https://vip.lz-cdn3.com/20220830/12322_c93e3feb/index.m3u8
卢兹2019(德国恐怖片),https://vip.lz-cdn3.com/20220830/12315_6e587a02/index.m3u8
黎明2019(美国恐怖片),https://vip.lz-cdn3.com/20220830/12313_d75fa502/index.m3u8
午夜之后(美国恐怖片),https://vip.lz-cdn3.com/20220830/12295_daadb995/index.m3u8
阴儿(俄罗斯恐怖片),https://vip.lz-cdn3.com/20220830/12289_36f673f0/index.m3u8
爆裂老兵(美国恐怖片),https://vip.lz-cdn3.com/20220830/12284_1830a32b/index.m3u8
猎物2019(美国恐怖片),https://vip.lz-cdn3.com/20220829/12250_61402084/index.m3u8
极乐2019(美国恐怖片),https://vip.lz-cdn3.com/20220829/12246_94830bc6/index.m3u8
难以置信的怪物(美国恐怖片),https://vip.lz-cdn3.com/20220829/12243_72fb77bb/index.m3u8
天灵盖2019(越南恐怖片),https://vip.lz-cdn3.com/20220829/12241_ef0a9205/index.m3u8
吞咽(法国恐怖片),https://vip.lz-cdn3.com/20220829/12233_d96f48fb/index.m3u8
靶场(美国恐怖片),https://vip1.lz-cdn.com/20220825/29417_1db8fac3/index.m3u8
堕落人鱼(美国恐怖片),https://vip.lz-cdn3.com/20220828/12183_d2107ed4/index.m3u8
恐怖之夜：噩梦电台2019(阿根廷/新西兰/英国恐怖片),https://vip.lz-cdn3.com/20220827/12088_ac3b847c/index.m3u8
深海蛇难(大陆恐怖片),https://vip.lz-cdn3.com/20220827/12103_3a502017/index.m3u8
不2022(美国恐怖片),https://vip1.lz-cdn10.com/20220826/2322_f75ea801/index.m3u8
大白鲨之夺命鲨口2021(澳大利亚/美国/英国恐怖片),https://vip1.lz-cdn10.com/20220825/2318_2d62563b/index.m3u8
被埋葬了(挪威恐怖片),https://vip1.lz-cdn10.com/20220825/2314_8a39bfcd/index.m3u8
我有毒2019( 阿根廷恐怖片),https://vip1.lz-cdn10.com/20220825/2313_01168d5a/index.m3u8
闺怨2021( 爱尔兰恐怖片),https://vip1.lz-cdn10.com/20220825/2312_cfb78994/index.m3u8
恨之入骨(巴西恐怖片),https://vip1.lz-cdn10.com/20220825/2311_50b209e9/index.m3u8
X频道之怪奇物语(美国恐怖片),https://vip1.lz-cdn10.com/20220825/2308_196649e5/index.m3u8
我们召唤黑暗(美国恐怖片),https://vip.lz-cdn3.com/20220826/12036_db7695bf/index.m3u8
陷阱之中2019(意大利恐怖片),https://vip.lz-cdn3.com/20220826/12025_104f9778/index.m3u8
乡间小屋(英国恐怖片),https://vip.lz-cdn3.com/20220826/12019_7044eef2/index.m3u8
黑夜造访(美国恐怖片),https://vip.lz-cdn3.com/20220825/11993_51e1ef1e/index.m3u8
活尸电梯2017(意大利恐怖片),https://vip.lz-cdn3.com/20220825/11988_7e9623ba/index.m3u8
套索2017(美国恐怖片),https://vip.lz-cdn3.com/20220825/11967_ac14717a/index.m3u8
死神来了5【英语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22722_1e752942/index.m3u8
死神来了5【国语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22721_3a3992c3/index.m3u8
死神来了4【英语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22720_131dcf70/index.m3u8
死神来了4【国语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22719_7b6ccd30/index.m3u8
死神来了3【英语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22718_835d154e/index.m3u8
死神来了3【国语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22717_46ba84a5/index.m3u8
死神来了2【英语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22716_630d93a6/index.m3u8
死神来了2【国语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22715_aa498f3b/index.m3u8
死神来了【英语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22724_64adbf84/index.m3u8
死神来了【国语】(美国恐怖片),https://vip1.lz-cdn8.com/20220823/22723_f183c6bd/index.m3u8
绝命派对(台湾恐怖片),https://vip1.lz-cdn8.com/20220823/22710_c5d10b09/index.m3u8
荣耀2022(美国恐怖片),https://vip1.lz-cdn10.com/20220824/2296_44906ecd/index.m3u8
天主之岛(美国恐怖片),https://vip1.lz-cdn10.com/20220824/2300_862bd022/index.m3u8
毛骨悚然撞鬼经2021特别篇(日本恐怖片),https://vip1.lz-cdn1.com/20220325/517_7c49fdd8/index.m3u8
乒乓2017(台湾恐怖片),https://vip.lz-cdn3.com/20220821/11861_6f405923/index.m3u8
谋杀游戏2017(韩国恐怖片),https://vip1.lz-cdn10.com/20220823/2289_bcf71c64/index.m3u8
红书召魔(新西兰/阿根廷恐怖片),https://vip1.lz-cdn10.com/20220823/2290_89b79328/index.m3u8
童年恶灵(澳大利亚恐怖片),https://vip1.lz-cdn10.com/20220823/2293_b1f6fe66/index.m3u8
恶灵再临(巴西恐怖片),https://vip1.lz-cdn7.com/20220823/9814_f998244b/index.m3u8
时尚地狱(日本恐怖片),https://vip1.lz-cdn8.com/20220821/22468_22040fbc/index.m3u8
恐惧有限公司(美国恐怖片),https://vip1.lz-cdn8.com/20220821/22462_1634c5ae/index.m3u8
僵尸脱衣舞娘(美国恐怖片),https://vip1.lz-cdn8.com/20220821/22459_9ecda794/index.m3u8
鬼水怪谈2005(美国恐怖片),https://vip1.lz-cdn8.com/20220821/22456_4b104f13/index.m3u8
东京残酷警察(日本恐怖片),https://vip1.lz-cdn8.com/20220821/22455_102373d0/index.m3u8
电梯里的恶魔(美国恐怖片),https://vip1.lz-cdn8.com/20220821/22454_7d8e7b14/index.m3u8
林投记(台湾恐怖片),https://vip.lz-cdn3.com/20220820/11827_22430501/index.m3u8
南方恶魔(美国恐怖片),https://vip1.lz-cdn1.com/20220820/14873_d52b32c3/index.m3u8
将你吞噬之际(美国恐怖片),https://vip1.lz-cdn1.com/20220820/14874_ce838c5c/index.m3u8
自杀俱乐部2018(英国恐怖片),https://vip1.lz-cdn1.com/20220819/14823_c241719d/index.m3u8
哇哦(美国恐怖片),https://vip1.lz-cdn1.com/20220819/14827_1a84eee4/index.m3u8
单反相机(泰国恐怖片),https://vip1.lz-cdn1.com/20220819/14828_17981fdd/index.m3u8
同床异客(英国恐怖片),https://vip1.lz-cdn1.com/20220819/14830_5f552084/index.m3u8
猎人游戏2021(西班牙恐怖片),https://vip1.lz-cdn1.com/20220819/14831_b443a0da/index.m3u8
富江9：无限制(日本恐怖片),https://vip1.lz-cdn6.com/20220819/22859_aa418590/index.m3u8
富江7：终极复仇(日本恐怖片),https://vip1.lz-cdn6.com/20220819/22858_5828f239/index.m3u8
富江6：恶魔再生(日本恐怖片),https://vip1.lz-cdn6.com/20220819/22857_4b470f78/index.m3u8
富江5最终章：禁断的果实(日本恐怖片),https://vip1.lz-cdn6.com/20220819/22856_c1ce0a11/index.m3u8
富江3：冤有头(日本恐怖片),https://vip1.lz-cdn6.com/20220819/22855_beb9c6b6/index.m3u8
富江2：另一张面孔(日本恐怖片),https://vip1.lz-cdn6.com/20220819/22854_1586f4a2/index.m3u8
死色(法国恐怖片),https://vip1.lz-cdn8.com/20220816/21830_6970d350/index.m3u8
撕裂人(加拿大恐怖片),https://vip1.lz-cdn8.com/20220816/21829_cf76109a/index.m3u8
地下室居民(恐怖片),https://vip.lz-cdn3.com/20220819/11760_4de559b5/index.m3u8
凯恩马戏团(美国恐怖片),https://vip.lz-cdn3.com/20220819/11751_a3042027/index.m3u8
失魂的森林(恐怖片),https://vip.lz-cdn3.com/20220819/11720_fa3ab374/index.m3u8
报告老师！怪怪怪怪物！(台湾恐怖片),https://vip.lz-cdn3.com/20220818/11697_3f75ca04/index.m3u8
该死的上帝(西班牙恐怖片),https://vip.lz-cdn3.com/20220818/11679_bfc66b08/index.m3u8
黑森灵(英国恐怖片),https://vip.lz-cdn3.com/20220818/11674_0cd42ebe/index.m3u8
圣阿加莎(美国恐怖片),https://vip.lz-cdn3.com/20220818/11655_ce064e57/index.m3u8
芬奇达(印度恐怖片),https://vip1.lz-cdn10.com/20220817/2256_89bd0d29/index.m3u8
欢迎来到圈子内(加拿大恐怖片),https://vip1.lz-cdn10.com/20220817/2257_bb050d32/index.m3u8
鬼魅之家(恐怖片),https://vip.lz-cdn3.com/20220817/11627_f5662781/index.m3u8
好孩子2017(恐怖片),https://vip.lz-cdn3.com/20220817/11588_b23dd0e2/index.m3u8
恐怖流浪公园(美国恐怖片),https://vip1.lz-cdn8.com/20220816/21819_cfea7629/index.m3u8
人面鱼：红衣小女孩外传(台湾恐怖片),https://vip1.lz-cdn8.com/20220816/21812_81f6a696/index.m3u8
学校的都市传说：鬼娃娃花子(日本恐怖片),https://vip1.lz-cdn8.com/20220816/21931_cd6e7171/index.m3u8
鬼娃娃花子2(日本恐怖片),https://vip1.lz-cdn8.com/20220816/21810_865e1ff8/index.m3u8
鬼娃娃花子(日本恐怖片),https://vip1.lz-cdn8.com/20220816/21809_a8b582a6/index.m3u8
鬼镜2(美国恐怖片),https://vip1.lz-cdn8.com/20220816/21808_0e9797d7/index.m3u8
僵尸情人节(美国恐怖片),https://vip.lz-cdn3.com/20220816/11546_b066d35f/index.m3u8
女清洁工(美国恐怖片),https://vip.lz-cdn3.com/20220816/11538_4416df3a/index.m3u8
他们/她们(美国恐怖片),https://vip1.lz-cdn10.com/20220815/2227_456a7e2a/index.m3u8
坐着的女人(美国恐怖片),https://vip1.lz-cdn10.com/20220815/2231_b1adfea5/index.m3u8
梦男—死亡交友(恐怖片),https://vip1.lz-cdn10.com/20220815/2232_64b02286/index.m3u8
僵尸博主(英国恐怖片),https://vip1.lz-cdn10.com/20220815/2233_3bd620af/index.m3u8
复生2022(美国恐怖片),https://vip1.lz-cdn10.com/20220815/2234_0510e5c0/index.m3u8
许愿(美国恐怖片),https://vip.lz-cdn3.com/20220815/11488_41f1ad2a/index.m3u8
别敲两次门(英国恐怖片),https://vip.lz-cdn3.com/20220815/11451_e2bb1b4d/index.m3u8
地狱铁匠(西班牙恐怖片),https://vip.lz-cdn3.com/20220815/11444_836f595c/index.m3u8
噩梦影院(美国恐怖片),https://vip.lz-cdn3.com/20220814/11437_e09c319d/index.m3u8
疯狂父母(美国恐怖片),https://vip.lz-cdn3.com/20220814/11436_42bb7e19/index.m3u8
诡室(挪威恐怖片),https://vip.lz-cdn3.com/20220814/11433_ef41eec1/index.m3u8
惊心食人族3(美国恐怖片),https://vip.lz-cdn3.com/20220814/11431_c34b8d4b/index.m3u8
26种死法(美国恐怖片),https://vip1.lz-cdn.com/20220812/28126_583b09ea/index.m3u8
26种新死法(美国恐怖片),https://vip1.lz-cdn.com/20220812/28128_fff5dc2e/index.m3u8
26种死法25：M号档案(美国恐怖片),https://vip1.lz-cdn.com/20220812/28127_48cfea9a/index.m3u8
让我死(泰国恐怖片),https://vip.lz-cdn3.com/20220814/11421_f7be6cd8/index.m3u8
午夜人(美国恐怖片),https://vip.lz-cdn3.com/20220814/11405_4109ed0d/index.m3u8
高草丛中(加拿大恐怖片),https://vip.lz-cdn3.com/20220813/11326_b280feae/index.m3u8
惊悚诡计(美国恐怖片),https://vip.lz-cdn3.com/20220813/11317_b5efc087/index.m3u8
鬼作秀3(美国恐怖片),https://vip1.lz-cdn6.com/20220812/21730_dd038d09/index.m3u8
黑暗秘密(泰国恐怖片),https://vip1.lz-cdn10.com/20220812/2209_5e0ee807/index.m3u8
秘岛2021(菲律宾恐怖片),https://vip1.lz-cdn10.com/20220812/2212_70935215/index.m3u8
弗雷加德(英国恐怖片),https://vip1.lz-cdn10.com/20220812/2225_5ad03644/index.m3u8
黑木2022(美国恐怖片),https://vip1.lz-cdn10.com/20220812/2224_b14acfd1/index.m3u8
夺命直播【粤语】(香港恐怖片),https://vip.lz-cdn3.com/20220812/11274_199a4d75/index.m3u8
断魂小丑(美国恐怖片),https://vip.lz-cdn3.com/20220812/11252_fba85ea6/index.m3u8
黑暗缪斯(西班牙恐怖片),https://vip.lz-cdn3.com/20220812/11250_5cdbe018/index.m3u8
诡怪疑云(阿根廷恐怖片),https://vip.lz-cdn3.com/20220812/11244_7cc568a2/index.m3u8
支离破碎2022(美国恐怖片),https://vip1.lz-cdn.com/20220810/27950_a0a0227c/index.m3u8
玉米田的小孩7(美国恐怖片),https://vip1.lz-cdn.com/20220811/27961_c589cd83/index.m3u8
玉米田的小孩6(美国恐怖片),https://vip1.lz-cdn.com/20220811/27960_a5be4512/index.m3u8
玉米田的小孩5(美国恐怖片),https://vip1.lz-cdn.com/20220811/27959_01353ee2/index.m3u8
玉米田的小孩4(美国恐怖片),https://vip1.lz-cdn.com/20220811/27958_34d6fa53/index.m3u8
玉米田的小孩2(美国恐怖片),https://vip1.lz-cdn.com/20220811/27956_5b3a8bb7/index.m3u8
玉米田的小孩(美国恐怖片),https://vip1.lz-cdn.com/20220811/27955_17e97401/index.m3u8
